country,league,match_season,team,game_played,points,won,draw,lost,goals_scored,goals_conceded,goals_difference
France,France Ligue 1,2013/2014,FC Sochaux-Montbéliard,38,40,10,10,18,37,61,-24
France,France Ligue 1,2013/2014,Valenciennes FC,38,29,7,8,23,37,65,-28
France,France Ligue 1,2013/2014,AC Ajaccio,38,23,4,11,23,37,72,-35
France,France Ligue 1,2012/2013,Paris Saint-Germain,38,83,25,8,5,69,23,46
France,France Ligue 1,2012/2013,Olympique de Marseille,38,71,21,8,9,42,36,6
France,France Ligue 1,2012/2013,Olympique Lyonnais,38,67,19,10,9,61,38,23
France,France Ligue 1,2012/2013,OGC Nice,38,64,18,10,10,57,46,11
France,France Ligue 1,2012/2013,AS Saint-Étienne,38,63,16,15,7,60,32,28
France,France Ligue 1,2012/2013,LOSC Lille,38,62,16,14,8,59,40,19
France,France Ligue 1,2012/2013,Girondins de Bordeaux,38,55,13,16,9,40,34,6
France,France Ligue 1,2012/2013,FC Lorient,38,53,14,11,13,57,58,-1
France,France Ligue 1,2012/2013,Montpellier Hérault SC,38,52,15,7,16,54,51,3
France,France Ligue 1,2012/2013,Toulouse FC,38,51,13,12,13,49,47,2
France,France Ligue 1,2012/2013,Valenciennes FC,38,48,12,12,14,49,53,-4
France,France Ligue 1,2012/2013,SC Bastia,38,47,13,8,17,50,66,-16
France,France Ligue 1,2012/2013,Stade Rennais FC,38,46,13,7,18,48,59,-11
France,France Ligue 1,2012/2013,Stade de Reims,38,43,10,13,15,33,42,-9
France,France Ligue 1,2012/2013,AC Ajaccio,38,42,9,15,14,39,51,-12
France,France Ligue 1,2012/2013,FC Sochaux-Montbéliard,38,41,10,11,17,41,57,-16
France,France Ligue 1,2012/2013,Évian Thonon Gaillard FC,38,40,10,10,18,46,53,-7
France,France Ligue 1,2012/2013,AS Nancy-Lorraine,38,38,9,11,18,38,58,-20
France,France Ligue 1,2012/2013,ES Troyes AC,38,37,8,13,17,43,61,-18
France,France Ligue 1,2012/2013,Stade Brestois 29,38,29,8,5,25,32,62,-30
France,France Ligue 1,2011/2012,Montpellier Hérault SC,38,82,25,7,6,68,34,34
France,France Ligue 1,2011/2012,Paris Saint-Germain,38,79,23,10,5,75,41,34
France,France Ligue 1,2011/2012,LOSC Lille,38,74,21,11,6,72,39,33
France,France Ligue 1,2011/2012,Olympique Lyonnais,38,64,19,7,12,64,51,13
France,France Ligue 1,2011/2012,Girondins de Bordeaux,38,61,16,13,9,53,41,12
France,France Ligue 1,2011/2012,Stade Rennais FC,38,60,17,9,12,53,44,9
France,France Ligue 1,2011/2012,AS Saint-Étienne,38,57,16,9,13,49,45,4
France,France Ligue 1,2011/2012,Toulouse FC,38,56,15,11,12,37,34,3
France,France Ligue 1,2011/2012,Évian Thonon Gaillard FC,38,50,13,11,14,54,55,-1
France,France Ligue 1,2011/2012,Olympique de Marseille,38,48,12,12,14,45,41,4
France,France Ligue 1,2011/2012,AS Nancy-Lorraine,38,45,11,12,15,38,48,-10
France,France Ligue 1,2011/2012,Valenciennes FC,38,43,12,7,19,40,50,-10
France,France Ligue 1,2011/2012,OGC Nice,38,42,10,12,16,39,46,-7
France,France Ligue 1,2011/2012,FC Sochaux-Montbéliard,38,42,11,9,18,40,60,-20
France,France Ligue 1,2011/2012,Stade Brestois 29,38,41,8,17,13,31,38,-7
France,France Ligue 1,2011/2012,AC Ajaccio,38,41,9,14,15,40,61,-21
France,France Ligue 1,2011/2012,FC Lorient,38,39,9,12,17,35,49,-14
France,France Ligue 1,2011/2012,SM Caen,38,38,9,11,18,39,59,-20
France,France Ligue 1,2011/2012,Dijon FCO,38,36,9,9,20,38,63,-25
France,France Ligue 1,2011/2012,AJ Auxerre,38,34,7,13,18,46,57,-11
France,France Ligue 1,2010/2011,LOSC Lille,38,76,21,13,4,68,36,32
France,France Ligue 1,2010/2011,Olympique de Marseille,38,68,18,14,6,62,39,23
France,France Ligue 1,2010/2011,Olympique Lyonnais,38,64,17,13,8,61,40,21
France,France Ligue 1,2010/2011,Paris Saint-Germain,38,60,15,15,8,56,41,15
France,France Ligue 1,2010/2011,FC Sochaux-Montbéliard,38,58,17,7,14,60,43,17
France,France Ligue 1,2010/2011,Stade Rennais FC,38,56,15,11,12,38,35,3
France,France Ligue 1,2010/2011,Girondins de Bordeaux,38,51,12,15,11,43,42,1
France,France Ligue 1,2010/2011,Toulouse FC,38,50,14,8,16,38,36,2
France,France Ligue 1,2010/2011,AJ Auxerre,38,49,10,19,9,45,41,4
France,France Ligue 1,2010/2011,AS Saint-Étienne,38,49,12,13,13,46,47,-1
France,France Ligue 1,2010/2011,FC Lorient,38,49,12,13,13,46,48,-2
France,France Ligue 1,2010/2011,Valenciennes FC,38,48,10,18,10,45,41,4
France,France Ligue 1,2010/2011,AS Nancy-Lorraine,38,48,13,9,16,43,48,-5
France,France Ligue 1,2010/2011,Montpellier Hérault SC,38,47,12,11,15,32,43,-11
France,France Ligue 1,2010/2011,SM Caen,38,46,11,13,14,46,51,-5
France,France Ligue 1,2010/2011,Stade Brestois 29,38,46,11,13,14,36,43,-7
France,France Ligue 1,2010/2011,OGC Nice,38,46,11,13,14,33,48,-15
France,France Ligue 1,2010/2011,AS Monaco,38,44,9,17,12,36,40,-4
France,France Ligue 1,2010/2011,RC Lens,38,35,7,14,17,35,58,-23
France,France Ligue 1,2010/2011,AC Arles-Avignon,38,20,3,11,24,21,70,-49
France,France Ligue 1,2009/2010,Olympique de Marseille,38,78,23,9,6,69,36,33
France,France Ligue 1,2009/2010,Olympique Lyonnais,38,72,20,12,6,64,38,26
France,France Ligue 1,2009/2010,AJ Auxerre,38,71,20,11,7,42,29,13
France,France Ligue 1,2009/2010,LOSC Lille,38,70,21,7,10,72,40,32
France,France Ligue 1,2009/2010,Montpellier Hérault SC,38,69,20,9,9,50,40,10
France,France Ligue 1,2009/2010,Girondins de Bordeaux,38,64,19,7,12,58,40,18
France,France Ligue 1,2009/2010,FC Lorient,38,58,16,10,12,54,42,12
France,France Ligue 1,2009/2010,AS Monaco,38,55,15,10,13,39,45,-6
France,France Ligue 1,2009/2010,Stade Rennais FC,38,53,14,11,13,52,41,11
France,France Ligue 1,2009/2010,Valenciennes FC,38,52,14,10,14,50,50,0
France,France Ligue 1,2009/2010,RC Lens,38,48,12,12,14,40,44,-4
France,France Ligue 1,2009/2010,AS Nancy-Lorraine,38,48,13,9,16,46,53,-7
France,France Ligue 1,2009/2010,Paris Saint-Germain,38,47,12,11,15,50,46,4
France,France Ligue 1,2009/2010,Toulouse FC,38,47,12,11,15,36,36,0
France,France Ligue 1,2009/2010,OGC Nice,38,44,11,11,16,41,57,-16
France,France Ligue 1,2009/2010,FC Sochaux-Montbéliard,38,41,11,8,19,28,52,-24
France,France Ligue 1,2009/2010,AS Saint-Étienne,38,40,10,10,18,27,45,-18
France,France Ligue 1,2009/2010,Le Mans FC,38,32,8,8,22,36,59,-23
France,France Ligue 1,2009/2010,US Boulogne Cote D'Opale,38,31,7,10,21,31,62,-31
France,France Ligue 1,2009/2010,Grenoble Foot 38,38,23,5,8,25,31,61,-30
France,France Ligue 1,2008/2009,Girondins de Bordeaux,38,80,24,8,6,64,34,30
France,France Ligue 1,2008/2009,Olympique de Marseille,38,77,22,11,5,67,35,32
France,France Ligue 1,2008/2009,Olympique Lyonnais,38,71,20,11,7,52,29,23
France,France Ligue 1,2008/2009,Toulouse FC,38,64,16,16,6,45,27,18
France,France Ligue 1,2008/2009,LOSC Lille,38,64,17,13,8,51,39,12
France,France Ligue 1,2008/2009,Paris Saint-Germain,38,64,19,7,12,49,38,11
France,France Ligue 1,2008/2009,Stade Rennais FC,38,61,15,16,7,42,34,8
France,France Ligue 1,2008/2009,AJ Auxerre,38,55,16,7,15,35,35,0
France,France Ligue 1,2008/2009,OGC Nice,38,50,13,11,14,40,41,-1
France,France Ligue 1,2008/2009,FC Lorient,38,45,10,15,13,47,47,0
France,France Ligue 1,2008/2009,AS Monaco,38,45,11,12,15,41,45,-4
France,France Ligue 1,2008/2009,Valenciennes FC,38,44,10,14,14,35,42,-7
France,France Ligue 1,2008/2009,Grenoble Foot 38,38,44,10,14,14,24,37,-13
France,France Ligue 1,2008/2009,FC Sochaux-Montbéliard,38,42,10,12,16,40,48,-8
France,France Ligue 1,2008/2009,AS Nancy-Lorraine,38,42,10,12,16,38,47,-9
France,France Ligue 1,2008/2009,Le Mans FC,38,40,10,10,18,43,54,-11
France,France Ligue 1,2008/2009,AS Saint-Étienne,38,40,11,7,20,40,56,-16
France,France Ligue 1,2008/2009,SM Caen,38,37,8,13,17,42,49,-7
France,France Ligue 1,2008/2009,FC Nantes,38,37,9,10,19,33,54,-21
France,France Ligue 1,2008/2009,Le Havre AC,38,26,7,5,26,30,67,-37
Germany,Germany 1. Bundesliga,2015/2016,FC Bayern Munich,34,88,28,4,2,80,17,63
Germany,Germany 1. Bundesliga,2015/2016,Borussia Dortmund,34,78,24,6,4,82,34,48
Germany,Germany 1. Bundesliga,2015/2016,Bayer 04 Leverkusen,34,60,18,6,10,56,40,16
Germany,Germany 1. Bundesliga,2015/2016,Borussia Mönchengladbach,34,55,17,4,13,67,50,17
Germany,Germany 1. Bundesliga,2015/2016,FC Schalke 04,34,52,15,7,12,51,49,2
Germany,Germany 1. Bundesliga,2015/2016,1. FSV Mainz 05,34,50,14,8,12,46,42,4
Germany,Germany 1. Bundesliga,2015/2016,Hertha BSC Berlin,34,50,14,8,12,42,42,0
Germany,Germany 1. Bundesliga,2015/2016,VfL Wolfsburg,34,45,12,9,13,47,49,-2
Germany,Germany 1. Bundesliga,2015/2016,1. FC Köln,34,43,10,13,11,38,42,-4
Germany,Germany 1. Bundesliga,2015/2016,Hamburger SV,34,41,11,8,15,40,46,-6
Germany,Germany 1. Bundesliga,2015/2016,FC Ingolstadt 04,34,40,10,10,14,33,42,-9
Germany,Germany 1. Bundesliga,2015/2016,FC Augsburg,34,38,9,11,14,42,52,-10
Germany,Germany 1. Bundesliga,2015/2016,SV Darmstadt 98,34,38,9,11,14,38,53,-15
Germany,Germany 1. Bundesliga,2015/2016,SV Werder Bremen,34,38,10,8,16,50,65,-15
Germany,Germany 1. Bundesliga,2015/2016,TSG 1899 Hoffenheim,34,37,9,10,15,39,54,-15
Germany,Germany 1. Bundesliga,2015/2016,Eintracht Frankfurt,34,36,9,9,16,34,52,-18
Germany,Germany 1. Bundesliga,2015/2016,VfB Stuttgart,34,33,9,6,19,50,75,-25
Germany,Germany 1. Bundesliga,2015/2016,Hannover 96,34,25,7,4,23,31,62,-31
Germany,Germany 1. Bundesliga,2014/2015,FC Bayern Munich,34,79,25,4,5,80,18,62
Germany,Germany 1. Bundesliga,2014/2015,VfL Wolfsburg,34,69,20,9,5,72,38,34
Germany,Germany 1. Bundesliga,2014/2015,Borussia Mönchengladbach,34,66,19,9,6,53,26,27
Germany,Germany 1. Bundesliga,2014/2015,Bayer 04 Leverkusen,34,61,17,10,7,62,37,25
Germany,Germany 1. Bundesliga,2014/2015,FC Augsburg,34,49,15,4,15,43,43,0
Germany,Germany 1. Bundesliga,2014/2015,FC Schalke 04,34,48,13,9,12,42,40,2
Germany,Germany 1. Bundesliga,2014/2015,Borussia Dortmund,34,46,13,7,14,47,42,5
Germany,Germany 1. Bundesliga,2014/2015,TSG 1899 Hoffenheim,34,44,12,8,14,49,55,-6
Germany,Germany 1. Bundesliga,2014/2015,Eintracht Frankfurt,34,43,11,10,13,56,62,-6
Germany,Germany 1. Bundesliga,2014/2015,SV Werder Bremen,34,43,11,10,13,50,65,-15
Germany,Germany 1. Bundesliga,2014/2015,1. FSV Mainz 05,34,40,9,13,12,45,47,-2
Germany,Germany 1. Bundesliga,2014/2015,1. FC Köln,34,40,9,13,12,34,40,-6
Germany,Germany 1. Bundesliga,2014/2015,Hannover 96,34,37,9,10,15,40,56,-16
Germany,Germany 1. Bundesliga,2014/2015,VfB Stuttgart,34,36,9,9,16,42,60,-18
Germany,Germany 1. Bundesliga,2014/2015,Hertha BSC Berlin,34,35,9,8,17,36,52,-16
Germany,Germany 1. Bundesliga,2014/2015,Hamburger SV,34,35,9,8,17,25,50,-25
Germany,Germany 1. Bundesliga,2014/2015,SC Freiburg,34,34,7,13,14,36,47,-11
Germany,Germany 1. Bundesliga,2014/2015,SC Paderborn 07,34,31,7,10,17,31,65,-34
Germany,Germany 1. Bundesliga,2013/2014,FC Bayern Munich,34,90,29,3,2,94,23,71
Germany,Germany 1. Bundesliga,2013/2014,Borussia Dortmund,34,71,22,5,7,80,38,42
Germany,Germany 1. Bundesliga,2013/2014,FC Schalke 04,34,64,19,7,8,63,43,20
Germany,Germany 1. Bundesliga,2013/2014,Bayer 04 Leverkusen,34,61,19,4,11,60,41,19
Germany,Germany 1. Bundesliga,2013/2014,VfL Wolfsburg,34,60,18,6,10,63,50,13
Germany,Germany 1. Bundesliga,2013/2014,Borussia Mönchengladbach,34,55,16,7,11,59,43,16
Germany,Germany 1. Bundesliga,2013/2014,1. FSV Mainz 05,34,53,16,5,13,52,54,-2
Germany,Germany 1. Bundesliga,2013/2014,FC Augsburg,34,52,15,7,12,47,47,0
Germany,Germany 1. Bundesliga,2013/2014,TSG 1899 Hoffenheim,34,44,11,11,12,72,70,2
Germany,Germany 1. Bundesliga,2013/2014,Hannover 96,34,42,12,6,16,46,59,-13
Germany,Germany 1. Bundesliga,2013/2014,Hertha BSC Berlin,34,41,11,8,15,40,48,-8
Germany,Germany 1. Bundesliga,2013/2014,SV Werder Bremen,34,39,10,9,15,42,66,-24
Germany,Germany 1. Bundesliga,2013/2014,Eintracht Frankfurt,34,36,9,9,16,40,57,-17
Germany,Germany 1. Bundesliga,2013/2014,SC Freiburg,34,36,9,9,16,43,61,-18
Germany,Germany 1. Bundesliga,2013/2014,VfB Stuttgart,34,32,8,8,18,49,62,-13
Germany,Germany 1. Bundesliga,2013/2014,Hamburger SV,34,27,7,6,21,51,75,-24
Germany,Germany 1. Bundesliga,2013/2014,1. FC Nürnberg,34,26,5,11,18,37,70,-33
Germany,Germany 1. Bundesliga,2013/2014,Eintracht Braunschweig,34,25,6,7,21,29,60,-31
Germany,Germany 1. Bundesliga,2012/2013,FC Bayern Munich,34,91,29,4,1,98,18,80
Germany,Germany 1. Bundesliga,2012/2013,Borussia Dortmund,34,66,19,9,6,81,42,39
Germany,Germany 1. Bundesliga,2012/2013,Bayer 04 Leverkusen,34,65,19,8,7,65,39,26
Germany,Germany 1. Bundesliga,2012/2013,FC Schalke 04,34,55,16,7,11,58,50,8
Germany,Germany 1. Bundesliga,2012/2013,SC Freiburg,34,51,14,9,11,45,40,5
Germany,Germany 1. Bundesliga,2012/2013,Eintracht Frankfurt,34,51,14,9,11,49,46,3
Germany,Germany 1. Bundesliga,2012/2013,Hamburger SV,34,48,14,6,14,42,53,-11
Germany,Germany 1. Bundesliga,2012/2013,Borussia Mönchengladbach,34,47,12,11,11,45,49,-4
Germany,Germany 1. Bundesliga,2012/2013,Hannover 96,34,45,13,6,15,60,62,-2
Germany,Germany 1. Bundesliga,2012/2013,1. FC Nürnberg,34,44,11,11,12,39,47,-8
Germany,Germany 1. Bundesliga,2012/2013,VfL Wolfsburg,34,43,10,13,11,47,52,-5
Germany,Germany 1. Bundesliga,2012/2013,VfB Stuttgart,34,43,12,7,15,37,55,-18
Germany,Germany 1. Bundesliga,2012/2013,1. FSV Mainz 05,34,42,10,12,12,42,44,-2
Germany,Germany 1. Bundesliga,2012/2013,SV Werder Bremen,34,34,8,10,16,50,66,-16
Germany,Germany 1. Bundesliga,2012/2013,FC Augsburg,34,33,8,9,17,33,51,-18
Germany,Germany 1. Bundesliga,2012/2013,TSG 1899 Hoffenheim,34,31,8,7,19,42,67,-25
Germany,Germany 1. Bundesliga,2012/2013,Fortuna Düsseldorf,34,30,7,9,18,39,57,-18
Germany,Germany 1. Bundesliga,2012/2013,SpVgg Greuther Fürth,34,21,4,9,21,26,60,-34
Germany,Germany 1. Bundesliga,2011/2012,Borussia Dortmund,34,81,25,6,3,80,25,55
Germany,Germany 1. Bundesliga,2011/2012,FC Bayern Munich,34,73,23,4,7,77,22,55
Germany,Germany 1. Bundesliga,2011/2012,FC Schalke 04,34,64,20,4,10,74,44,30
Germany,Germany 1. Bundesliga,2011/2012,Borussia Mönchengladbach,34,60,17,9,8,49,24,25
Germany,Germany 1. Bundesliga,2011/2012,Bayer 04 Leverkusen,34,54,15,9,10,52,44,8
Germany,Germany 1. Bundesliga,2011/2012,VfB Stuttgart,34,53,15,8,11,63,46,17
Germany,Germany 1. Bundesliga,2011/2012,Hannover 96,34,48,12,12,10,41,45,-4
Germany,Germany 1. Bundesliga,2011/2012,VfL Wolfsburg,34,44,13,5,16,47,60,-13
Germany,Germany 1. Bundesliga,2011/2012,SV Werder Bremen,34,42,11,9,14,49,58,-9
Germany,Germany 1. Bundesliga,2011/2012,1. FC Nürnberg,34,42,12,6,16,38,49,-11
Germany,Germany 1. Bundesliga,2011/2012,TSG 1899 Hoffenheim,34,41,10,11,13,41,47,-6
Germany,Germany 1. Bundesliga,2011/2012,SC Freiburg,34,40,10,10,14,45,61,-16
Germany,Germany 1. Bundesliga,2011/2012,1. FSV Mainz 05,34,39,9,12,13,47,51,-4
Germany,Germany 1. Bundesliga,2011/2012,FC Augsburg,34,38,8,14,12,36,49,-13
Germany,Germany 1. Bundesliga,2011/2012,Hamburger SV,34,36,8,12,14,35,57,-22
Germany,Germany 1. Bundesliga,2011/2012,Hertha BSC Berlin,34,31,7,10,17,38,64,-26
Germany,Germany 1. Bundesliga,2011/2012,1. FC Köln,34,30,8,6,20,39,75,-36
Germany,Germany 1. Bundesliga,2011/2012,1. FC Kaiserslautern,34,23,4,11,19,24,54,-30
Germany,Germany 1. Bundesliga,2010/2011,Borussia Dortmund,34,75,23,6,5,67,22,45
Germany,Germany 1. Bundesliga,2010/2011,Bayer 04 Leverkusen,34,68,20,8,6,64,44,20
Germany,Germany 1. Bundesliga,2010/2011,FC Bayern Munich,34,65,19,8,7,81,40,41
Germany,Germany 1. Bundesliga,2010/2011,Hannover 96,34,60,19,3,12,49,45,4
Germany,Germany 1. Bundesliga,2010/2011,1. FSV Mainz 05,34,58,18,4,12,52,39,13
Germany,Germany 1. Bundesliga,2010/2011,1. FC Nürnberg,34,47,13,8,13,47,45,2
Germany,Germany 1. Bundesliga,2010/2011,1. FC Kaiserslautern,34,46,13,7,14,48,51,-3
Germany,Germany 1. Bundesliga,2010/2011,Hamburger SV,34,45,12,9,13,46,52,-6
Germany,Germany 1. Bundesliga,2010/2011,SC Freiburg,34,44,13,5,16,41,50,-9
Germany,Germany 1. Bundesliga,2010/2011,1. FC Köln,34,44,13,5,16,47,62,-15
Germany,Germany 1. Bundesliga,2010/2011,TSG 1899 Hoffenheim,34,43,11,10,13,50,50,0
Germany,Germany 1. Bundesliga,2010/2011,VfB Stuttgart,34,42,12,6,16,60,59,1
Germany,Germany 1. Bundesliga,2010/2011,SV Werder Bremen,34,41,10,11,13,47,61,-14
Germany,Germany 1. Bundesliga,2010/2011,FC Schalke 04,34,40,11,7,16,38,44,-6
Germany,Germany 1. Bundesliga,2010/2011,VfL Wolfsburg,34,38,9,11,14,43,48,-5
Germany,Germany 1. Bundesliga,2010/2011,Borussia Mönchengladbach,34,36,10,6,18,48,65,-17
Germany,Germany 1. Bundesliga,2010/2011,Eintracht Frankfurt,34,34,9,7,18,31,49,-18
Germany,Germany 1. Bundesliga,2010/2011,FC St. Pauli,34,29,8,5,21,35,68,-33
Germany,Germany 1. Bundesliga,2009/2010,FC Bayern Munich,34,70,20,10,4,72,31,41
Germany,Germany 1. Bundesliga,2009/2010,FC Schalke 04,34,65,19,8,7,53,31,22
Germany,Germany 1. Bundesliga,2009/2010,SV Werder Bremen,34,61,17,10,7,71,40,31
Germany,Germany 1. Bundesliga,2009/2010,Bayer 04 Leverkusen,34,59,15,14,5,65,38,27
Germany,Germany 1. Bundesliga,2009/2010,Borussia Dortmund,34,57,16,9,9,54,42,12
Germany,Germany 1. Bundesliga,2009/2010,VfB Stuttgart,34,55,15,10,9,51,41,10
Germany,Germany 1. Bundesliga,2009/2010,Hamburger SV,34,52,13,13,8,56,41,15
Germany,Germany 1. Bundesliga,2009/2010,VfL Wolfsburg,34,50,14,8,12,64,58,6
Germany,Germany 1. Bundesliga,2009/2010,1. FSV Mainz 05,34,47,12,11,11,36,42,-6
Germany,Germany 1. Bundesliga,2009/2010,Eintracht Frankfurt,34,46,12,10,12,47,54,-7
Germany,Germany 1. Bundesliga,2009/2010,TSG 1899 Hoffenheim,34,42,11,9,14,44,42,2
Germany,Germany 1. Bundesliga,2009/2010,Borussia Mönchengladbach,34,39,10,9,15,43,60,-17
Germany,Germany 1. Bundesliga,2009/2010,1. FC Köln,34,38,9,11,14,33,42,-9
Germany,Germany 1. Bundesliga,2009/2010,SC Freiburg,34,35,9,8,17,35,59,-24
Germany,Germany 1. Bundesliga,2009/2010,Hannover 96,34,33,9,6,19,43,67,-24
Germany,Germany 1. Bundesliga,2009/2010,1. FC Nürnberg,34,31,8,7,19,32,58,-26
Germany,Germany 1. Bundesliga,2009/2010,VfL Bochum,34,28,6,10,18,33,64,-31
Germany,Germany 1. Bundesliga,2009/2010,Hertha BSC Berlin,34,24,5,9,20,34,56,-22
Germany,Germany 1. Bundesliga,2008/2009,VfL Wolfsburg,34,69,21,6,7,80,41,39
Germany,Germany 1. Bundesliga,2008/2009,FC Bayern Munich,34,67,20,7,7,71,42,29
Germany,Germany 1. Bundesliga,2008/2009,VfB Stuttgart,34,64,19,7,8,63,43,20
Germany,Germany 1. Bundesliga,2008/2009,Hertha BSC Berlin,34,63,19,6,9,48,41,7
Germany,Germany 1. Bundesliga,2008/2009,Hamburger SV,34,61,19,4,11,49,47,2
Germany,Germany 1. Bundesliga,2008/2009,Borussia Dortmund,34,59,15,14,5,60,37,23
Germany,Germany 1. Bundesliga,2008/2009,TSG 1899 Hoffenheim,34,55,15,10,9,63,49,14
Germany,Germany 1. Bundesliga,2008/2009,FC Schalke 04,34,50,14,8,12,47,35,12
Germany,Germany 1. Bundesliga,2008/2009,Bayer 04 Leverkusen,34,49,14,7,13,59,46,13
Germany,Germany 1. Bundesliga,2008/2009,SV Werder Bremen,34,45,12,9,13,64,50,14
Germany,Germany 1. Bundesliga,2008/2009,Hannover 96,34,40,10,10,14,49,69,-20
Germany,Germany 1. Bundesliga,2008/2009,1. FC Köln,34,39,11,6,17,35,50,-15
Germany,Germany 1. Bundesliga,2008/2009,Eintracht Frankfurt,34,33,8,9,17,39,60,-21
Germany,Germany 1. Bundesliga,2008/2009,VfL Bochum,34,32,7,11,16,39,55,-16
Germany,Germany 1. Bundesliga,2008/2009,Borussia Mönchengladbach,34,31,8,7,19,39,62,-23
Germany,Germany 1. Bundesliga,2008/2009,FC Energie Cottbus,34,30,8,6,20,30,57,-27
Germany,Germany 1. Bundesliga,2008/2009,Karlsruher SC,34,29,8,5,21,30,54,-24
Germany,Germany 1. Bundesliga,2008/2009,DSC Arminia Bielefeld,34,28,4,16,14,29,56,-27
Italy,Italy Serie A,2015/2016,Juventus,38,91,29,4,5,75,20,55
Italy,Italy Serie A,2015/2016,Napoli,38,82,25,7,6,80,32,48
Italy,Italy Serie A,2015/2016,Roma,38,80,23,11,4,83,41,42
Italy,Italy Serie A,2015/2016,Inter,38,67,20,7,11,50,38,12
Italy,Italy Serie A,2015/2016,Fiorentina,38,64,18,10,10,60,42,18
Italy,Italy Serie A,2015/2016,Sassuolo,38,61,16,13,9,49,40,9
Italy,Italy Serie A,2015/2016,Milan,38,57,15,12,11,49,43,6
Italy,Italy Serie A,2015/2016,Lazio,38,54,15,9,14,52,52,0
Italy,Italy Serie A,2015/2016,Chievo Verona,38,50,13,11,14,43,45,-2
